name,data,hit,false_alarm,miss,correct_rejection,hit_catched,time_duration,mode,all_latencies,all_times_checked
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Sub15_G21_1C1,"3, 7, 9, 3, 5, 7, 2, 9, 7, 1, 7, 4, 1, 8, 3, 0, 3, 3, 4, 9, 4, 5, 9, 9, 3, 4, 9, 1, 3, 1, 3, 3, 2, 1, 2, 2, 7, 9, 4, 0, 9, 7, 9, 7, 1, 9, 2, 6, 6, 2, 7, 1, 4, 1, 1, 5, 2, 0, 7, 2, 9, 0, 1, 9, 7, 5, 7, 4, 5, 8, 1, 1, 8, 8, 0, 6, 1, 0, 1, 2, 8, 8, 2, 7, 7, 7, 7, 0, 4, 1, 7, 4",4,8,16,61,"{0: ([3, 7, 9, 3], '00:11', 0.786), 5: ([7, 2, 9, 7], '00:28', 1.13), 14: ([3, 0, 3, 3], '00:57', 1.129), 79: ([2, 8, 8, 2], '04:28', 1.058)}",4:59,3,"[0.786, 1.13, 1.129, 1.058]","['00:11', '00:28', '00:57', '04:28']"
Sub15_G21_2C2,"2, 1, 0, 2, 2, 3, 1, 5, 3, 8, 2, 1, 8, 5, 7, 2, 1, 7, 9, 2, 6, 5, 2, 9, 4, 8, 9, 8, 4, 6, 0, 4, 0, 1, 7, 0, 6, 9, 3, 2, 9, 7, 8, 0, 1, 8, 8, 9, 4, 8, 5, 9, 6, 6, 9, 8, 0, 6, 4, 0, 2, 0, 5, 2, 8, 4, 6, 9, 4, 3, 7, 1, 3, 2, 4, 7, 6, 4, 3, 2, 2, 5, 2, 3, 6, 5, 3, 5, 3, 5, 9, 3",9,6,11,63,"{9: ([8, 2, 1, 8], '00:43', 3.208), 14: ([7, 2, 1, 7], '00:58', 2.274), 37: ([9, 3, 2, 9], '02:12', 1.532), 51: ([9, 6, 6, 9], '02:57', 0.927), 56: ([0, 6, 4, 0], '03:14', 1.872), 60: ([2, 0, 5, 2], '03:28', 2.976), 74: ([4, 7, 6, 4], '04:12', 1.76), 79: ([2, 2, 5, 2], '04:29', 1.639), 83: ([3, 6, 5, 3], '04:42', 2.45)}",4:59,3,"[3.208, 2.274, 1.532, 0.927, 1.872, 2.976, 1.76, 1.639, 2.45]","['00:43', '00:58', '02:12', '02:57', '03:14', '03:28', '04:12', '04:29', '04:42']"
Sub1_B22_1C1,"7, 1, 8, 7, 3, 2, 0, 0, 2, 9, 8, 1, 9, 0, 2, 8, 2, 2, 4, 1, 3, 5, 1, 1, 4, 7, 1, 1, 5, 4, 7, 5, 6, 2, 6, 6, 4, 3, 9, 1, 3, 2, 3, 7, 7, 3, 0, 6, 9, 0, 3, 2, 4, 6, 2, 6, 0, 4, 5, 0, 3, 9, 3, 3, 3, 4, 0, 4, 4, 1, 6, 0, 1, 7, 7, 6, 1, 7, 3, 7, 0, 6, 7, 3, 4, 6, 3, 5, 1, 6, 4, 1",14,2,6,67,"{0: ([7, 1, 8, 7], '00:11', 0.795), 5: ([2, 0, 0, 2], '00:27', 0.555), 9: ([9, 8, 1, 9], '00:40', 0.49), 19: ([1, 3, 5, 1], '01:14', 1.59), 32: ([6, 2, 6, 6], '01:55', 0.883), 42: ([3, 7, 7, 3], '02:27', 0.526), 46: ([0, 6, 9, 0], '02:40', 0.479), 51: ([2, 4, 6, 2], '02:56', 0.423), 56: ([0, 4, 5, 0], '03:13', 0.875), 60: ([3, 9, 3, 3], '03:26', 1.048), 69: ([1, 6, 0, 1], '03:56', 1.241), 74: ([7, 6, 1, 7], '04:12', 1.459), 79: ([7, 0, 6, 7], '04:28', 0.561), 88: ([1, 6, 4, 1], '04:58', 1.806)}",4:59,3,"[0.795, 0.555, 0.49, 1.59, 0.883, 0.526, 0.479, 0.423, 0.875, 1.048, 1.241, 1.459, 0.561, 1.806]","['00:11', '00:27', '00:40', '01:14', '01:55', '02:27', '02:40', '02:56', '03:13', '03:26', '03:56', '04:12', '04:28', '04:58']"
Sub1_B22_2C2,"9, 4, 8, 9, 8, 1, 0, 4, 1, 3, 2, 6, 3, 5, 9, 0, 9, 9, 7, 7, 8, 8, 7, 3, 1, 8, 3, 4, 3, 7, 0, 3, 3, 3, 8, 3, 0, 4, 5, 8, 4, 9, 5, 3, 2, 5, 5, 4, 0, 5, 3, 7, 3, 9, 7, 0, 0, 5, 3, 0, 3, 5, 6, 3, 2, 9, 5, 6, 9, 3, 8, 5, 3, 4, 7, 5, 2, 7, 6, 0, 1, 9, 0, 4, 7, 9, 4, 6, 1, 1, 8, 1",14,3,6,66,"{0: ([9, 4, 8, 9], '00:11', 0.939), 5: ([1, 0, 4, 1], '00:27', 0.704), 9: ([3, 2, 6, 3], '00:40', 0.914), 23: ([3, 1, 8, 3], '01:26', 1.242), 32: ([3, 3, 8, 3], '01:55', 0.562), 37: ([4, 5, 8, 4], '02:12', 1.035), 42: ([5, 3, 2, 5], '02:28', 1.558), 46: ([5, 4, 0, 5], '02:40', 0.74), 56: ([0, 5, 3, 0], '03:13', 0.477), 65: ([9, 5, 6, 9], '03:42', 0.737), 69: ([3, 8, 5, 3], '03:55', 0.597), 79: ([0, 1, 9, 0], '04:28', 1.352), 83: ([4, 7, 9, 4], '04:41', 0.964), 88: ([1, 1, 8, 1], '04:57', 0.769)}",4:59,3,"[0.939, 0.704, 0.914, 1.242, 0.562, 1.035, 1.558, 0.74, 0.477, 0.737, 0.597, 1.352, 0.964, 0.769]","['00:11', '00:27', '00:40', '01:26', '01:55', '02:12', '02:28', '02:40', '03:13', '03:42', '03:55', '04:28', '04:41', '04:57']"
Sub6_B23_1C1,"7, 6, 5, 7, 5, 8, 1, 6, 8, 5, 1, 7, 5, 7, 3, 6, 4, 3, 7, 1, 0, 5, 1, 3, 6, 0, 3, 5, 3, 1, 8, 3, 9, 5, 5, 9, 9, 4, 5, 2, 4, 9, 5, 0, 5, 5, 1, 6, 2, 1, 5, 5, 5, 6, 5, 8, 5, 0, 7, 5, 7, 0, 9, 7, 1, 8, 1, 5, 8, 9, 1, 3, 9, 2, 1, 2, 7, 1, 0, 5, 9, 6, 5, 4, 1, 6, 4, 3, 7, 3, 5, 7",19,4,1,65,"{0: ([7, 6, 5, 7], '00:11', 0.882), 5: ([8, 1, 6, 8], '00:28', 1.25), 9: ([5, 1, 7, 5], '00:40', 0.44), 14: ([3, 6, 4, 3], '00:56', 0.471), 19: ([1, 0, 5, 1], '01:13', 0.776), 23: ([3, 6, 0, 3], '01:26', 0.547), 28: ([3, 1, 8, 3], '01:42', 0.738), 32: ([9, 5, 5, 9], '01:55', 0.424), 37: ([4, 5, 2, 4], '02:11', 0.368), 46: ([1, 6, 2, 1], '02:40', 0.385), 51: ([5, 5, 6, 5], '02:57', 1.007), 56: ([5, 0, 7, 5], '03:13', 0.389), 60: ([7, 0, 9, 7], '03:26', 0.757), 65: ([8, 1, 5, 8], '03:43', 1.079), 69: ([9, 1, 3, 9], '03:55', 0.452), 74: ([1, 2, 7, 1], '04:11', 0.478), 79: ([5, 9, 6, 5], '04:28', 1.074), 83: ([4, 1, 6, 4], '04:41', 0.917), 88: ([7, 3, 5, 7], '04:57', 1.03)}",4:59,3,"[0.882, 1.25, 0.44, 0.471, 0.776, 0.547, 0.738, 0.424, 0.368, 0.385, 1.007, 0.389, 0.757, 1.079, 0.452, 0.478, 1.074, 0.917, 1.03]","['00:11', '00:28', '00:40', '00:56', '01:13', '01:26', '01:42', '01:55', '02:11', '02:40', '02:57', '03:13', '03:26', '03:43', '03:55', '04:11', '04:28', '04:41', '04:57']"
Sub6_B23-2C2,"4, 9, 6, 4, 7, 2, 7, 1, 2, 3, 4, 7, 3, 2, 1, 7, 3, 1, 0, 9, 4, 1, 9, 8, 5, 1, 8, 3, 6, 1, 4, 6, 5, 1, 2, 5, 5, 3, 6, 6, 3, 0, 7, 4, 1, 7, 5, 2, 4, 5, 8, 3, 2, 1, 3, 0, 2, 4, 6, 2, 0, 3, 4, 0, 1, 3, 4, 0, 3, 5, 7, 9, 5, 1, 6, 7, 6, 6, 9, 1, 0, 4, 1, 6, 3, 6, 6, 7, 9, 3, 9, 9",19,0,1,69,"{0: ([4, 9, 6, 4], '00:11', 0.614), 5: ([2, 7, 1, 2], '00:27', 0.922), 9: ([3, 4, 7, 3], '00:40', 0.941), 14: ([1, 7, 3, 1], '00:56', 0.698), 23: ([8, 5, 1, 8], '01:26', 0.759), 28: ([6, 1, 4, 6], '01:42', 0.699), 32: ([5, 1, 2, 5], '01:55', 0.832), 37: ([3, 6, 6, 3], '02:12', 1.293), 42: ([7, 4, 1, 7], '02:28', 0.911), 46: ([5, 2, 4, 5], '02:41', 0.848), 51: ([3, 2, 1, 3], '02:57', 1.488), 56: ([2, 4, 6, 2], '03:13', 0.714), 60: ([0, 3, 4, 0], '03:26', 0.819), 65: ([3, 4, 0, 3], '03:42', 0.67), 69: ([5, 7, 9, 5], '03:55', 0.686), 74: ([6, 7, 6, 6], '04:12', 1.501), 79: ([1, 0, 4, 1], '04:28', 1.089), 83: ([6, 3, 6, 6], '04:41', 0.941), 88: ([9, 3, 9, 9], '04:57', 0.611)}",4:59,3,"[0.614, 0.922, 0.941, 0.698, 0.759, 0.699, 0.832, 1.293, 0.911, 0.848, 1.488, 0.714, 0.819, 0.67, 0.686, 1.501, 1.089, 0.941, 0.611]","['00:11', '00:27', '00:40', '00:56', '01:26', '01:42', '01:55', '02:12', '02:28', '02:41', '02:57', '03:13', '03:26', '03:42', '03:55', '04:12', '04:28', '04:41', '04:57']"
Sub8_B21_1C1,"8, 0, 9, 8, 6, 0, 6, 5, 0, 5, 2, 3, 5, 9, 8, 2, 6, 8, 5, 0, 5, 8, 0, 4, 5, 7, 4, 4, 9, 5, 6, 9, 3, 2, 7, 3, 6, 6, 5, 7, 6, 7, 1, 4, 0, 1, 2, 8, 6, 2, 3, 2, 4, 1, 2, 7, 7, 6, 8, 7, 4, 4, 5, 4, 2, 4, 7, 1, 4, 9, 3, 5, 9, 9, 3, 8, 1, 3, 3, 9, 2, 5, 9, 3, 4, 7, 3, 6, 5, 8, 9, 5",17,5,3,64,"{0: ([8, 0, 9, 8], '00:11', 0.481), 9: ([5, 2, 3, 5], '00:41', 1.055), 19: ([0, 5, 8, 0], '01:12', 0.483), 28: ([9, 5, 6, 9], '01:42', 0.777), 32: ([3, 2, 7, 3], '01:55', 0.825), 37: ([6, 5, 7, 6], '02:11', 0.525), 42: ([1, 4, 0, 1], '02:28', 0.993), 46: ([2, 8, 6, 2], '02:40', 0.437), 51: ([2, 4, 1, 2], '02:58', 2.017), 56: ([7, 6, 8, 7], '03:13', 0.471), 60: ([4, 4, 5, 4], '03:26', 0.811), 65: ([4, 7, 1, 4], '03:43', 1.153), 69: ([9, 3, 5, 9], '03:55', 0.804), 74: ([3, 8, 1, 3], '04:12', 0.837), 79: ([9, 2, 5, 9], '04:27', 0.497), 83: ([3, 4, 7, 3], '04:40', 0.481), 88: ([5, 8, 9, 5], '04:57', 0.578)}",4:59,3,"[0.481, 1.055, 0.483, 0.777, 0.825, 0.525, 0.993, 0.437, 2.017, 0.471, 0.811, 1.153, 0.804, 0.837, 0.497, 0.481, 0.578]","['00:11', '00:41', '01:12', '01:42', '01:55', '02:11', '02:28', '02:40', '02:58', '03:13', '03:26', '03:43', '03:55', '04:12', '04:27', '04:40', '04:57']"
Sub8_B21_2C2,"9, 1, 6, 9, 7, 9, 6, 6, 9, 8, 5, 8, 8, 1, 5, 4, 4, 5, 1, 6, 0, 7, 6, 1, 8, 2, 1, 2, 8, 8, 5, 8, 2, 2, 7, 2, 0, 9, 9, 5, 9, 4, 3, 6, 8, 3, 0, 3, 1, 0, 2, 6, 5, 6, 6, 4, 1, 3, 1, 1, 8, 6, 8, 8, 7, 4, 0, 8, 4, 3, 9, 5, 3, 0, 0, 1, 1, 0, 3, 4, 4, 0, 4, 0, 6, 9, 0, 7, 2, 8, 9, 2",18,0,2,69,"{0: ([9, 1, 6, 9], '00:11', 0.816), 5: ([9, 6, 6, 9], '00:27', 0.726), 9: ([8, 5, 8, 8], '00:40', 0.572), 14: ([5, 4, 4, 5], '00:56', 0.55), 19: ([6, 0, 7, 6], '01:12', 0.467), 23: ([1, 8, 2, 1], '01:26', 0.989), 28: ([8, 8, 5, 8], '01:42', 1.116), 32: ([2, 2, 7, 2], '01:55', 0.462), 37: ([9, 9, 5, 9], '02:11', 0.994), 42: ([3, 6, 8, 3], '02:27', 0.432), 46: ([0, 3, 1, 0], '02:40', 0.446), 56: ([1, 3, 1, 1], '03:13', 0.559), 65: ([4, 0, 8, 4], '03:42', 0.536), 69: ([3, 9, 5, 3], '03:55', 0.446), 74: ([0, 1, 1, 0], '04:11', 0.417), 79: ([4, 4, 0, 4], '04:28', 0.768), 83: ([0, 6, 9, 0], '04:40', 0.468), 88: ([2, 8, 9, 2], '04:57', 0.481)}",4:59,3,"[0.816, 0.726, 0.572, 0.55, 0.467, 0.989, 1.116, 0.462, 0.994, 0.432, 0.446, 0.559, 0.536, 0.446, 0.417, 0.768, 0.468, 0.481]","['00:11', '00:27', '00:40', '00:56', '01:12', '01:26', '01:42', '01:55', '02:11', '02:27', '02:40', '03:13', '03:42', '03:55', '04:11', '04:28', '04:40', '04:57']"
Sub24_G22_1C1,"4, 1, 8, 4, 5, 1, 6, 6, 1, 8, 9, 9, 8, 1, 3, 4, 9, 3, 7, 7, 1, 1, 7, 3, 0, 5, 3, 7, 0, 5, 4, 0, 1, 1, 8, 1, 4, 5, 8, 2, 5, 7, 9, 1, 2, 9, 5, 8, 5, 5, 2, 1, 6, 9, 1, 0, 6, 6, 3, 6, 7, 2, 9, 7, 9, 8, 9, 7, 8, 5, 1, 6, 5, 2, 9, 4, 3, 9, 6, 8, 5, 3, 8, 7, 9, 5, 7, 5, 8, 8, 8, 8",13,8,7,61,"{5: ([1, 6, 6, 1], '00:28', 1.543), 9: ([8, 9, 9, 8], '00:41', 1.566), 14: ([3, 4, 9, 3], '00:57', 1.388), 19: ([7, 1, 1, 7], '01:12', 0.389), 23: ([3, 0, 5, 3], '01:26', 1.299), 32: ([1, 1, 8, 1], '01:56', 2.196), 46: ([5, 8, 5, 5], '02:40', 0.68), 60: ([7, 2, 9, 7], '03:26', 0.398), 65: ([8, 9, 7, 8], '03:44', 2.798), 69: ([5, 1, 6, 5], '03:55', 0.442), 74: ([9, 4, 3, 9], '04:14', 3.01), 83: ([7, 9, 5, 7], '04:41', 0.929), 88: ([8, 8, 8, 8], '04:57', 0.573)}",4:59,3,"[1.543, 1.566, 1.388, 0.389, 1.299, 2.196, 0.68, 0.398, 2.798, 0.442, 3.01, 0.929, 0.573]","['00:28', '00:41', '00:57', '01:12', '01:26', '01:56', '02:40', '03:26', '03:44', '03:55', '04:14', '04:41', '04:57']"
Sub24_G22_T,"2, 1, 1, 2, 4, 2, 7, 1, 2, 5, 0, 3, 5, 5, 5, 6, 6, 5, 2, 8, 2, 0, 8, 7, 9, 9, 7, 4, 3, 2, 5, 3, 0, 3, 5, 0, 7, 6, 3, 2, 6, 2, 9, 8, 4, 9, 5, 0, 0, 5, 7, 3, 4, 9, 3, 7, 1, 0, 5, 1, 3, 4, 3, 3, 6, 4, 8, 4, 4, 2, 5, 2, 2, 2, 5, 1, 5, 5, 9, 1, 8, 1, 1, 4, 8, 2, 4, 6, 0, 5, 0, 0",14,1,6,68,"{14: ([5, 6, 6, 5], '00:57', 0.995), 19: ([8, 2, 0, 8], '01:13', 1.176), 23: ([7, 9, 9, 7], '01:27', 2.209), 28: ([3, 2, 5, 3], '01:42', 0.575), 32: ([0, 3, 5, 0], '01:56', 1.437), 37: ([6, 3, 2, 6], '02:12', 1.086), 46: ([5, 0, 0, 5], '02:40', 0.572), 51: ([3, 4, 9, 3], '02:57', 0.636), 65: ([4, 8, 4, 4], '03:43', 1.986), 69: ([2, 5, 2, 2], '03:56', 1.1), 74: ([5, 1, 5, 5], '04:11', 0.461), 79: ([1, 8, 1, 1], '04:30', 2.997), 83: ([4, 8, 2, 4], '04:40', 0.369), 88: ([0, 5, 0, 0], '04:57', 0.914)}",4:59,3,"[0.995, 1.176, 2.209, 0.575, 1.437, 1.086, 0.572, 0.636, 1.986, 1.1, 0.461, 2.997, 0.369, 0.914]","['00:57', '01:13', '01:27', '01:42', '01:56', '02:12', '02:40', '02:57', '03:43', '03:56', '04:11', '04:30', '04:40', '04:57']"
Sub28_B23_N,"6, 6, 4, 6, 8, 6, 4, 1, 6, 8, 2, 9, 8, 3, 7, 0, 9, 7, 3, 6, 4, 8, 6, 3, 6, 2, 3, 2, 8, 2, 3, 8, 3, 2, 5, 3, 3, 8, 5, 0, 8, 2, 1, 1, 3, 1, 6, 6, 5, 6, 7, 8, 0, 5, 8, 7, 3, 3, 8, 3, 1, 5, 4, 1, 3, 6, 4, 2, 6, 5, 0, 1, 5, 2, 4, 9, 8, 4, 2, 2, 7, 8, 2, 9, 3, 8, 9, 6, 3, 6, 2, 3",13,8,7,61,"{0: ([6, 6, 4, 6], '00:11', 0.549), 5: ([6, 4, 1, 6], '00:29', 2.413), 9: ([8, 2, 9, 8], '00:41', 1.153), 19: ([6, 4, 8, 6], '01:14', 2.281), 28: ([8, 2, 3, 8], '01:43', 1.716), 32: ([3, 2, 5, 3], '01:56', 1.906), 37: ([8, 5, 0, 8], '02:12', 1.479), 42: ([1, 1, 3, 1], '02:28', 0.887), 60: ([1, 5, 4, 1], '03:28', 2.71), 65: ([6, 4, 2, 6], '03:44', 2.385), 69: ([5, 0, 1, 5], '03:55', 0.892), 74: ([4, 9, 8, 4], '04:12', 1.622), 79: ([2, 7, 8, 2], '04:28', 1.399)}",4:59,3,"[0.549, 2.413, 1.153, 2.281, 1.716, 1.906, 1.479, 0.887, 2.71, 2.385, 0.892, 1.622, 1.399]","['00:11', '00:29', '00:41', '01:14', '01:43', '01:56', '02:12', '02:28', '03:28', '03:44', '03:55', '04:12', '04:28']"
Sub28_B23_T,"2, 0, 0, 2, 3, 4, 4, 7, 4, 2, 1, 9, 2, 2, 1, 9, 0, 1, 3, 5, 4, 4, 5, 5, 2, 6, 5, 8, 9, 9, 9, 9, 7, 3, 7, 7, 6, 8, 4, 7, 8, 2, 2, 4, 0, 2, 1, 2, 8, 1, 6, 2, 3, 8, 2, 1, 3, 7, 2, 3, 9, 5, 9, 9, 7, 6, 5, 1, 6, 3, 4, 2, 3, 3, 5, 8, 5, 5, 9, 0, 9, 0, 0, 2, 1, 3, 2, 2, 8, 7, 9, 8",13,9,7,60,"{14: ([1, 9, 0, 1], '00:59', 2.971), 19: ([5, 4, 4, 5], '01:14', 1.776), 23: ([5, 2, 6, 5], '01:27', 1.919), 28: ([9, 9, 9, 9], '01:44', 2.45), 32: ([7, 3, 7, 7], '01:55', 1.243), 42: ([2, 4, 0, 2], '02:28', 1.734), 51: ([2, 3, 8, 2], '02:57', 1.159), 56: ([3, 7, 2, 3], '03:13', 1.286), 60: ([9, 5, 9, 9], '03:26', 1.269), 69: ([3, 4, 2, 3], '03:56', 1.29), 74: ([5, 8, 5, 5], '04:12', 1.305), 79: ([0, 9, 0, 0], '04:28', 0.719), 88: ([8, 7, 9, 8], '04:58', 1.619)}",4:59,3,"[2.971, 1.776, 1.919, 2.45, 1.243, 1.734, 1.159, 1.286, 1.269, 1.29, 1.305, 0.719, 1.619]","['00:59', '01:14', '01:27', '01:44', '01:55', '02:28', '02:57', '03:13', '03:26', '03:56', '04:12', '04:28', '04:58']"
Sub34_B21_N,"0, 3, 0, 0, 9, 9, 6, 4, 9, 5, 6, 2, 5, 1, 7, 7, 7, 7, 2, 0, 4, 0, 0, 1, 1, 3, 1, 9, 6, 4, 2, 6, 2, 4, 7, 2, 8, 6, 1, 9, 6, 7, 1, 2, 1, 1, 6, 7, 0, 6, 0, 4, 0, 7, 4, 9, 9, 1, 0, 9, 3, 5, 7, 3, 4, 1, 0, 8, 1, 8, 4, 2, 8, 5, 8, 9, 7, 8, 0, 5, 6, 3, 5, 3, 9, 1, 3, 7, 5, 5, 4, 5",12,10,8,59,"{5: ([9, 6, 4, 9], '00:28', 1.62), 14: ([7, 7, 7, 7], '00:56', 0.636), 19: ([0, 4, 0, 0], '01:13', 1.01), 23: ([1, 1, 3, 1], '01:26', 1.305), 32: ([2, 4, 7, 2], '01:55', 0.982), 42: ([1, 2, 1, 1], '02:28', 1.155), 51: ([4, 0, 7, 4], '02:57', 0.967), 56: ([9, 1, 0, 9], '03:13', 0.816), 60: ([3, 5, 7, 3], '03:27', 1.627), 65: ([1, 0, 8, 1], '03:43', 1.192), 74: ([8, 9, 7, 8], '04:11', 0.645), 79: ([5, 6, 3, 5], '04:28', 1.047)}",4:59,3,"[1.62, 0.636, 1.01, 1.305, 0.982, 1.155, 0.967, 0.816, 1.627, 1.192, 0.645, 1.047]","['00:28', '00:56', '01:13', '01:26', '01:55', '02:28', '02:57', '03:13', '03:27', '03:43', '04:11', '04:28']"
Sub34_B21_T,"9, 8, 6, 9, 5, 2, 8, 7, 2, 5, 0, 1, 5, 3, 5, 9, 5, 5, 5, 2, 7, 6, 2, 5, 8, 9, 5, 2, 6, 0, 4, 6, 6, 3, 3, 6, 7, 1, 1, 1, 1, 9, 3, 3, 0, 3, 8, 4, 5, 8, 7, 1, 2, 4, 1, 1, 1, 5, 5, 1, 1, 6, 5, 1, 9, 9, 8, 8, 9, 5, 0, 7, 5, 7, 3, 6, 8, 3, 3, 1, 7, 1, 1, 8, 5, 7, 8, 8, 0, 1, 4, 0",17,8,3,61,"{0: ([9, 8, 6, 9], '00:11', 1.166), 5: ([2, 8, 7, 2], '00:28', 1.809), 19: ([2, 7, 6, 2], '01:13', 1.081), 28: ([6, 0, 4, 6], '01:42', 0.803), 32: ([6, 3, 3, 6], '01:55', 1.135), 37: ([1, 1, 1, 1], '02:11', 0.864), 42: ([3, 3, 0, 3], '02:28', 1.253), 46: ([8, 4, 5, 8], '02:41', 1.331), 51: ([1, 2, 4, 1], '02:59', 2.865), 56: ([1, 5, 5, 1], '03:15', 2.338), 60: ([1, 6, 5, 1], '03:27', 1.464), 65: ([9, 8, 8, 9], '03:42', 0.563), 69: ([5, 0, 7, 5], '03:55', 0.859), 74: ([3, 6, 8, 3], '04:12', 0.887), 79: ([1, 7, 1, 1], '04:28', 1.126), 83: ([8, 5, 7, 8], '04:41', 1.383), 88: ([0, 1, 4, 0], '04:57', 1.238)}",4:59,3,"[1.166, 1.809, 1.081, 0.803, 1.135, 0.864, 1.253, 1.331, 2.865, 2.338, 1.464, 0.563, 0.859, 0.887, 1.126, 1.383, 1.238]","['00:11', '00:28', '01:13', '01:42', '01:55', '02:11', '02:28', '02:41', '02:59', '03:15', '03:27', '03:42', '03:55', '04:12', '04:28', '04:41', '04:57']"
Sub31_G21_N,"5, 3, 0, 5, 4, 4, 6, 6, 4, 1, 3, 9, 1, 7, 4, 0, 8, 4, 5, 7, 9, 4, 7, 6, 9, 0, 6, 3, 1, 0, 7, 1, 8, 1, 0, 8, 5, 1, 0, 3, 1, 3, 6, 5, 0, 6, 3, 8, 8, 3, 9, 7, 2, 3, 7, 9, 1, 6, 2, 1, 1, 6, 9, 1, 8, 5, 4, 7, 5, 1, 9, 7, 1, 7, 9, 6, 8, 9, 1, 5, 1, 3, 5, 8, 1, 0, 8, 4, 6, 3, 9, 6",8,4,12,65,"{0: ([5, 3, 0, 5], '00:11', 1.146), 5: ([4, 6, 6, 4], '00:27', 0.882), 9: ([1, 3, 9, 1], '00:41', 1.132), 19: ([7, 9, 4, 7], '01:13', 0.701), 46: ([3, 8, 8, 3], '02:40', 0.456), 51: ([7, 2, 3, 7], '02:57', 0.927), 60: ([1, 6, 9, 1], '03:26', 0.808), 65: ([5, 4, 7, 5], '03:42', 0.77)}",4:59,3,"[1.146, 0.882, 1.132, 0.701, 0.456, 0.927, 0.808, 0.77]","['00:11', '00:27', '00:41', '01:13', '02:40', '02:57', '03:26', '03:42']"
Sub31_G21_T,"8, 1, 5, 8, 8, 6, 0, 0, 6, 2, 3, 5, 2, 5, 7, 7, 4, 7, 0, 3, 6, 2, 3, 2, 6, 9, 2, 7, 5, 0, 1, 5, 1, 6, 2, 1, 0, 5, 9, 8, 5, 4, 4, 4, 5, 4, 9, 0, 7, 9, 6, 8, 6, 4, 8, 8, 8, 0, 1, 8, 5, 7, 0, 5, 9, 1, 6, 3, 1, 1, 2, 7, 1, 5, 4, 4, 3, 4, 9, 5, 8, 6, 5, 6, 0, 1, 6, 6, 5, 5, 4, 5",12,6,8,63,"{0: ([8, 1, 5, 8], '00:12', 1.379), 9: ([2, 3, 5, 2], '00:41', 1.592), 19: ([3, 6, 2, 3], '01:13', 0.81), 42: ([4, 4, 5, 4], '02:28', 1.139), 46: ([9, 0, 7, 9], '02:41', 1.351), 51: ([8, 6, 4, 8], '02:58', 2.234), 56: ([8, 0, 1, 8], '03:13', 1.099), 69: ([1, 2, 7, 1], '03:55', 0.709), 74: ([4, 4, 3, 4], '04:12', 1.126), 79: ([5, 8, 6, 5], '04:29', 1.545), 83: ([6, 0, 1, 6], '04:41', 1.142), 88: ([5, 5, 4, 5], '04:57', 1.155)}",4:59,3,"[1.379, 1.592, 0.81, 1.139, 1.351, 2.234, 1.099, 0.709, 1.126, 1.545, 1.142, 1.155]","['00:12', '00:41', '01:13', '02:28', '02:41', '02:58', '03:13', '03:55', '04:12', '04:29', '04:41', '04:57']"
Sub44_G18_1C,"5, 5, 8, 5, 0, 3, 7, 1, 3, 9, 2, 4, 9, 1, 0, 4, 2, 0, 9, 4, 5, 0, 4, 0, 5, 1, 0, 4, 0, 8, 8, 0, 4, 7, 7, 4, 0, 6, 2, 7, 6, 7, 0, 9, 2, 0, 8, 9, 4, 8, 2, 7, 3, 1, 7, 2, 6, 5, 6, 6, 3, 9, 3, 3, 1, 1, 5, 4, 1, 4, 9, 3, 4, 1, 6, 5, 5, 6, 0, 8, 2, 8, 8, 8, 9, 6, 8, 1, 5, 7, 5, 5",17,3,3,66,"{0: ([5, 5, 8, 5], '00:11', 0.481), 5: ([3, 7, 1, 3], '00:27', 0.721), 9: ([9, 2, 4, 9], '00:40', 0.738), 14: ([0, 4, 2, 0], '00:57', 1.055), 19: ([4, 5, 0, 4], '01:13', 1.045), 23: ([0, 5, 1, 0], '01:26', 0.848), 28: ([0, 8, 8, 0], '01:42', 1.02), 32: ([4, 7, 7, 4], '01:55', 0.625), 37: ([6, 2, 7, 6], '02:11', 0.758), 42: ([0, 9, 2, 0], '02:27', 0.74), 51: ([7, 3, 1, 7], '02:57', 1.398), 56: ([6, 5, 6, 6], '03:13', 0.906), 60: ([3, 9, 3, 3], '03:26', 0.421), 65: ([1, 5, 4, 1], '03:43', 1.062), 69: ([4, 9, 3, 4], '03:55', 0.528), 79: ([8, 2, 8, 8], '04:30', 3.165), 83: ([8, 9, 6, 8], '04:41', 0.803)}",4:59,3,"[0.481, 0.721, 0.738, 1.055, 1.045, 0.848, 1.02, 0.625, 0.758, 0.74, 1.398, 0.906, 0.421, 1.062, 0.528, 3.165, 0.803]","['00:11', '00:27', '00:40', '00:57', '01:13', '01:26', '01:42', '01:55', '02:11', '02:27', '02:57', '03:13', '03:26', '03:43', '03:55', '04:30', '04:41']"
